SceneObject,HierarchyPath,Primitive,Category,Material,Rank,CandidateAsset,Kind,Score,Reason
"Leg_L","[--- 02_GAMEPLAY ---]/Player/ModelHolder/Monkey_Base/Leg_L","Capsule","character","Mat_MonkeyFur",2,"Assets/Art/Characters/Monkey_DivineGuardian.prefab","Prefab",70,"semantic:monkey; character-category; project-art"
"Leg_L","[--- 02_GAMEPLAY ---]/Player/ModelHolder/Monkey_Base/Leg_L","Capsule","character","Mat_MonkeyFur",3,"Assets/Art/Characters/Monkey_Guardian.prefab","Prefab",70,"semantic:monkey; character-category; project-art"
"Leg_L","[--- 02_GAMEPLAY ---]/Player/ModelHolder/Monkey_Base/Leg_L","Capsule","character","Mat_MonkeyFur",4,"Assets/Art/Characters/Monkey_PrimalTitan.prefab","Prefab",70,"semantic:monkey; character-category; project-art"
"Leg_L","[--- 02_GAMEPLAY ---]/Player/ModelHolder/Monkey_Base/Leg_L","Capsule","character","Mat_MonkeyFur",5,"Assets/Art/player/B3_Monkey/FbxUnity/Monkey_B3.Fbx","Model",70,"semantic:monkey; character-category; project-art"
"Leg_R","[--- 02_GAMEPLAY ---]/Player/ModelHolder/Monkey_Base/Leg_R","Capsule","character","Mat_MonkeyFur",1,"Assets/Art/Characters/Monkey_Base.prefab","Prefab",70,"semantic:monkey; character-category; project-art"
"Leg_R","[--- 02_GAMEPLAY ---]/Player/ModelHolder/Monkey_Base/Leg_R","Capsule","character","Mat_MonkeyFur",2,"Assets/Art/Characters/Monkey_DivineGuardian.prefab","Prefab",70,"semantic:monkey; character-category; project-art"
"Leg_R","[--- 02_GAMEPLAY ---]/Player/ModelHolder/Monkey_Base/Leg_R","Capsule","character","Mat_MonkeyFur",3,"Assets/Art/Characters/Monkey_Guardian.prefab","Prefab",70,"semantic:monkey; character-category; project-art"
"Leg_R","[--- 02_GAMEPLAY ---]/Player/ModelHolder/Monkey_Base/Leg_R","Capsule","character","Mat_MonkeyFur",4,"Assets/Art/Characters/Monkey_PrimalTitan.prefab","Prefab",70,"semantic:monkey; character-category; project-art"
"Leg_R","[--- 02_GAMEPLAY ---]/Player/ModelHolder/Monkey_Base/Leg_R","Capsule","character","Mat_MonkeyFur",5,"Assets/Art/player/B3_Monkey/FbxUnity/Monkey_B3.Fbx","Model",70,"semantic:monkey; character-category; project-art"
"Tail","[--- 02_GAMEPLAY ---]/Player/ModelHolder/Monkey_Base/Tail","Cylinder","character","Mat_MonkeyFur",1,"Assets/Art/Characters/Monkey_Base.prefab","Prefab",70,"semantic:monkey; character-category; project-art"
"Tail","[--- 02_GAMEPLAY ---]/Player/ModelHolder/Monkey_Base/Tail","Cylinder","character","Mat_MonkeyFur",2,"Assets/Art/Characters/Monkey_DivineGuardian.prefab","Prefab",70,"semantic:monkey; character-category; project-art"
"Tail","[--- 02_GAMEPLAY ---]/Player/ModelHolder/Monkey_Base/Tail","Cylinder","character","Mat_MonkeyFur",3,"Assets/Art/Characters/Monkey_Guardian.prefab","Prefab",70,"semantic:monkey; character-category; project-art"
"Tail","[--- 02_GAMEPLAY ---]/Player/ModelHolder/Monkey_Base/Tail","Cylinder","character","Mat_MonkeyFur",4,"Assets/Art/Characters/Monkey_PrimalTitan.prefab","Prefab",70,"semantic:monkey; character-category; project-art"
"Tail","[--- 02_GAMEPLAY ---]/Player/ModelHolder/Monkey_Base/Tail","Cylinder","character","Mat_MonkeyFur",5,"Assets/Art/player/B3_Monkey/FbxUnity/Monkey_B3.Fbx","Model",70,"semantic:monkey; character-category; project-art"
"Torso","[--- 02_GAMEPLAY ---]/Player/ModelHolder/Monkey_Base/Torso","Capsule","character","Mat_MonkeyFur",1,"Assets/Art/Characters/Monkey_Base.prefab","Prefab",70,"semantic:monkey; character-category; project-art"
"Torso","[--- 02_GAMEPLAY ---]/Player/ModelHolder/Monkey_Base/Torso","Capsule","character","Mat_MonkeyFur",2,"Assets/Art/Characters/Monkey_DivineGuardian.prefab","Prefab",70,"semantic:monkey; character-category; project-art"
"Torso","[--- 02_GAMEPLAY ---]/Player/ModelHolder/Monkey_Base/Torso","Capsule","character","Mat_MonkeyFur",3,"Assets/Art/Characters/Monkey_Guardian.prefab","Prefab",70,"semantic:monkey; character-category; project-art"
"Torso","[--- 02_GAMEPLAY ---]/Player/ModelHolder/Monkey_Base/Torso","Capsule","character","Mat_MonkeyFur",4,"Assets/Art/Characters/Monkey_PrimalTitan.prefab","Prefab",70,"semantic:monkey; character-category; project-art"
"Torso","[--- 02_GAMEPLAY ---]/Player/ModelHolder/Monkey_Base/Torso","Capsule","character","Mat_MonkeyFur",5,"Assets/Art/player/B3_Monkey/FbxUnity/Monkey_B3.Fbx","Model",70,"semantic:monkey; character-category; project-art"
"Chest","[--- 02_GAMEPLAY ---]/Player/ModelHolder/Monkey_Base/Torso/Chest","Sphere","character","Mat_MonkeySkin",1,"Assets/Art/Characters/Monkey_Base.prefab","Prefab",70,"semantic:monkey; character-category; project-art"
"Chest","[--- 02_GAMEPLAY ---]/Player/ModelHolder/Monkey_Base/Torso/Chest","Sphere","character","Mat_MonkeySkin",2,"Assets/Art/Characters/Monkey_DivineGuardian.prefab","Prefab",70,"semantic:monkey; character-category; project-art"
"Chest","[--- 02_GAMEPLAY ---]/Player/ModelHolder/Monkey_Base/Torso/Chest","Sphere","character","Mat_MonkeySkin",3,"Assets/Art/Characters/Monkey_Guardian.prefab","Prefab",70,"semantic:monkey; character-category; project-art"
"Chest","[--- 02_GAMEPLAY ---]/Player/ModelHolder/Monkey_Base/Torso/Chest","Sphere","character","Mat_MonkeySkin",4,"Assets/Art/Characters/Monkey_PrimalTitan.prefab","Prefab",70,"semantic:monkey; character-category; project-art"
"Chest","[--- 02_GAMEPLAY ---]/Player/ModelHolder/Monkey_Base/Torso/Chest","Sphere","character","Mat_MonkeySkin",5,"Assets/Art/player/B3_Monkey/FbxUnity/Monkey_B3.Fbx","Model",70,"semantic:monkey; character-category; project-art"
"Lintel","[--- 02_GAMEPLAY ---]/Ruins_AncientArch/Lintel","Cube","ruins","Mat_AncientStone",1,"Assets/Art/Environment/Ruins/Ruins_AncientArch.prefab","Prefab",60,"semantic:ruin; semantic:ancient; project-art"
"Lintel","[--- 02_GAMEPLAY ---]/Ruins_AncientArch/Lintel","Cube","ruins","Mat_AncientStone",2,"Assets/Art/Environment/Ruins/Ruins_HeavyStoneDoor.prefab","Prefab",60,"semantic:stone; semantic:ruin; project-art"
"Lintel","[--- 02_GAMEPLAY ---]/Ruins_AncientArch/Lintel","Cube","ruins","Mat_AncientStone",3,"Assets/HD_Jungle_Assets/Stones/HD_Stone_AncientPillar_01.prefab","Prefab",50,"semantic:stone; semantic:ancient"
"Lintel","[--- 02_GAMEPLAY ---]/Ruins_AncientArch/Lintel","Cube","ruins","Mat_AncientStone",4,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Stone/forestpack_stone_large_1.prefab","Prefab",45,"semantic:stone; high-quality"
"Lintel","[--- 02_GAMEPLAY ---]/Ruins_AncientArch/Lintel","Cube","ruins","Mat_AncientStone",5,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Stone/forestpack_stone_medium_1.prefab","Prefab",45,"semantic:stone; high-quality"
"Pillar_L","[--- 02_GAMEPLAY ---]/Ruins_AncientArch/Pillar_L","Cube","ruins","Mat_AncientStone",1,"Assets/Art/Environment/Ruins/Ruins_AncientArch.prefab","Prefab",60,"semantic:ruin; semantic:ancient; project-art"
"Pillar_L","[--- 02_GAMEPLAY ---]/Ruins_AncientArch/Pillar_L","Cube","ruins","Mat_AncientStone",2,"Assets/Art/Environment/Ruins/Ruins_HeavyStoneDoor.prefab","Prefab",60,"semantic:stone; semantic:ruin; project-art"
"Pillar_L","[--- 02_GAMEPLAY ---]/Ruins_AncientArch/Pillar_L","Cube","ruins","Mat_AncientStone",3,"Assets/HD_Jungle_Assets/Stones/HD_Stone_AncientPillar_01.prefab","Prefab",50,"semantic:stone; semantic:ancient"
"Pillar_L","[--- 02_GAMEPLAY ---]/Ruins_AncientArch/Pillar_L","Cube","ruins","Mat_AncientStone",4,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Stone/forestpack_stone_large_1.prefab","Prefab",45,"semantic:stone; high-quality"
"Pillar_L","[--- 02_GAMEPLAY ---]/Ruins_AncientArch/Pillar_L","Cube","ruins","Mat_AncientStone",5,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Stone/forestpack_stone_medium_1.prefab","Prefab",45,"semantic:stone; high-quality"
"Pillar_R","[--- 02_GAMEPLAY ---]/Ruins_AncientArch/Pillar_R","Cube","ruins","Mat_AncientStone",1,"Assets/Art/Environment/Ruins/Ruins_AncientArch.prefab","Prefab",60,"semantic:ruin; semantic:ancient; project-art"
"Pillar_R","[--- 02_GAMEPLAY ---]/Ruins_AncientArch/Pillar_R","Cube","ruins","Mat_AncientStone",2,"Assets/Art/Environment/Ruins/Ruins_HeavyStoneDoor.prefab","Prefab",60,"semantic:stone; semantic:ruin; project-art"
"Pillar_R","[--- 02_GAMEPLAY ---]/Ruins_AncientArch/Pillar_R","Cube","ruins","Mat_AncientStone",3,"Assets/HD_Jungle_Assets/Stones/HD_Stone_AncientPillar_01.prefab","Prefab",50,"semantic:stone; semantic:ancient"
"Pillar_R","[--- 02_GAMEPLAY ---]/Ruins_AncientArch/Pillar_R","Cube","ruins","Mat_AncientStone",4,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Stone/forestpack_stone_large_1.prefab","Prefab",45,"semantic:stone; high-quality"
"Pillar_R","[--- 02_GAMEPLAY ---]/Ruins_AncientArch/Pillar_R","Cube","ruins","Mat_AncientStone",5,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Stone/forestpack_stone_medium_1.prefab","Prefab",45,"semantic:stone; high-quality"
"Pedestal","[--- 02_GAMEPLAY ---]/Rune_Switch_Center/Pedestal","Cylinder","ruins","Mat_AncientStone",1,"Assets/Art/Environment/Ruins/Ruins_RunePedestal.prefab","Prefab",60,"semantic:rune; semantic:pedestal; project-art"
"Pedestal","[--- 02_GAMEPLAY ---]/Rune_Switch_Center/Pedestal","Cylinder","ruins","Mat_AncientStone",2,"Assets/HD_Jungle_Assets/Stones/HD_Stone_AncientPillar_01.prefab","Prefab",50,"semantic:stone; semantic:ancient"
"Pedestal","[--- 02_GAMEPLAY ---]/Rune_Switch_Center/Pedestal","Cylinder","ruins","Mat_AncientStone",3,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Stone/forestpack_stone_large_1.prefab","Prefab",45,"semantic:stone; high-quality"
"Pedestal","[--- 02_GAMEPLAY ---]/Rune_Switch_Center/Pedestal","Cylinder","ruins","Mat_AncientStone",4,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Stone/forestpack_stone_medium_1.prefab","Prefab",45,"semantic:stone; high-quality"
"Pedestal","[--- 02_GAMEPLAY ---]/Rune_Switch_Center/Pedestal","Cylinder","ruins","Mat_AncientStone",5,"Assets/Art/Bosses/Boss_StoneGolem.prefab","Prefab",35,"semantic:stone; project-art"
"RuneGem","[--- 02_GAMEPLAY ---]/Rune_Switch_Center/RuneGem","Sphere","ruins","Mat_RuneActiveGlow",1,"Assets/Art/Environment/Ruins/Ruins_RunePedestal.prefab","Prefab",35,"semantic:rune; project-art"
"RuneGem","[--- 02_GAMEPLAY ---]/Rune_Switch_Center/RuneGem","Sphere","ruins","Mat_RuneActiveGlow",2,"Assets/Art/VFX/VFX_Rune_ActivationGlow.prefab","Prefab",35,"semantic:rune; project-art"
"RuneGem","[--- 02_GAMEPLAY ---]/Rune_Switch_Center/RuneGem","Sphere","ruins","Mat_RuneActiveGlow",3,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Grass/forestpack_foliage_grassPatch_small_1.prefab","Prefab",20,"high-quality"
"RuneGem","[--- 02_GAMEPLAY ---]/Rune_Switch_Center/RuneGem","Sphere","ruins","Mat_RuneActiveGlow",4,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Grass/forestpack_foliage_grassPatch_small_2.prefab","Prefab",20,"high-quality"
"RuneGem","[--- 02_GAMEPLAY ---]/Rune_Switch_Center/RuneGem","Sphere","ruins","Mat_RuneActiveGlow",5,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Mushroom/forestpack_foliage_mushroom_blue_big.prefab","Prefab",20,"high-quality"
"Pedestal","[--- 02_GAMEPLAY ---]/Rune_Switch_Left/Pedestal","Cylinder","ruins","Mat_AncientStone",1,"Assets/Art/Environment/Ruins/Ruins_RunePedestal.prefab","Prefab",60,"semantic:rune; semantic:pedestal; project-art"
"Pedestal","[--- 02_GAMEPLAY ---]/Rune_Switch_Left/Pedestal","Cylinder","ruins","Mat_AncientStone",2,"Assets/HD_Jungle_Assets/Stones/HD_Stone_AncientPillar_01.prefab","Prefab",50,"semantic:stone; semantic:ancient"
"Pedestal","[--- 02_GAMEPLAY ---]/Rune_Switch_Left/Pedestal","Cylinder","ruins","Mat_AncientStone",3,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Stone/forestpack_stone_large_1.prefab","Prefab",45,"semantic:stone; high-quality"
"Pedestal","[--- 02_GAMEPLAY ---]/Rune_Switch_Left/Pedestal","Cylinder","ruins","Mat_AncientStone",4,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Stone/forestpack_stone_medium_1.prefab","Prefab",45,"semantic:stone; high-quality"
"Pedestal","[--- 02_GAMEPLAY ---]/Rune_Switch_Left/Pedestal","Cylinder","ruins","Mat_AncientStone",5,"Assets/Art/Bosses/Boss_StoneGolem.prefab","Prefab",35,"semantic:stone; project-art"
"RuneGem","[--- 02_GAMEPLAY ---]/Rune_Switch_Left/RuneGem","Sphere","ruins","Mat_RuneActiveGlow",1,"Assets/Art/Environment/Ruins/Ruins_RunePedestal.prefab","Prefab",35,"semantic:rune; project-art"
"RuneGem","[--- 02_GAMEPLAY ---]/Rune_Switch_Left/RuneGem","Sphere","ruins","Mat_RuneActiveGlow",2,"Assets/Art/VFX/VFX_Rune_ActivationGlow.prefab","Prefab",35,"semantic:rune; project-art"
"RuneGem","[--- 02_GAMEPLAY ---]/Rune_Switch_Left/RuneGem","Sphere","ruins","Mat_RuneActiveGlow",3,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Grass/forestpack_foliage_grassPatch_small_1.prefab","Prefab",20,"high-quality"
"RuneGem","[--- 02_GAMEPLAY ---]/Rune_Switch_Left/RuneGem","Sphere","ruins","Mat_RuneActiveGlow",4,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Grass/forestpack_foliage_grassPatch_small_2.prefab","Prefab",20,"high-quality"
"RuneGem","[--- 02_GAMEPLAY ---]/Rune_Switch_Left/RuneGem","Sphere","ruins","Mat_RuneActiveGlow",5,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Mushroom/forestpack_foliage_mushroom_blue_big.prefab","Prefab",20,"high-quality"
"Pedestal","[--- 02_GAMEPLAY ---]/Rune_Switch_Right/Pedestal","Cylinder","ruins","Mat_AncientStone",1,"Assets/Art/Environment/Ruins/Ruins_RunePedestal.prefab","Prefab",60,"semantic:rune; semantic:pedestal; project-art"
"Pedestal","[--- 02_GAMEPLAY ---]/Rune_Switch_Right/Pedestal","Cylinder","ruins","Mat_AncientStone",2,"Assets/HD_Jungle_Assets/Stones/HD_Stone_AncientPillar_01.prefab","Prefab",50,"semantic:stone; semantic:ancient"
"Pedestal","[--- 02_GAMEPLAY ---]/Rune_Switch_Right/Pedestal","Cylinder","ruins","Mat_AncientStone",3,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Stone/forestpack_stone_large_1.prefab","Prefab",45,"semantic:stone; high-quality"
"Pedestal","[--- 02_GAMEPLAY ---]/Rune_Switch_Right/Pedestal","Cylinder","ruins","Mat_AncientStone",4,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Stone/forestpack_stone_medium_1.prefab","Prefab",45,"semantic:stone; high-quality"
"Pedestal","[--- 02_GAMEPLAY ---]/Rune_Switch_Right/Pedestal","Cylinder","ruins","Mat_AncientStone",5,"Assets/Art/Bosses/Boss_StoneGolem.prefab","Prefab",35,"semantic:stone; project-art"
"RuneGem","[--- 02_GAMEPLAY ---]/Rune_Switch_Right/RuneGem","Sphere","ruins","Mat_RuneActiveGlow",1,"Assets/Art/Environment/Ruins/Ruins_RunePedestal.prefab","Prefab",35,"semantic:rune; project-art"
"RuneGem","[--- 02_GAMEPLAY ---]/Rune_Switch_Right/RuneGem","Sphere","ruins","Mat_RuneActiveGlow",2,"Assets/Art/VFX/VFX_Rune_ActivationGlow.prefab","Prefab",35,"semantic:rune; project-art"
"RuneGem","[--- 02_GAMEPLAY ---]/Rune_Switch_Right/RuneGem","Sphere","ruins","Mat_RuneActiveGlow",3,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Grass/forestpack_foliage_grassPatch_small_1.prefab","Prefab",20,"high-quality"
"RuneGem","[--- 02_GAMEPLAY ---]/Rune_Switch_Right/RuneGem","Sphere","ruins","Mat_RuneActiveGlow",4,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Grass/forestpack_foliage_grassPatch_small_2.prefab","Prefab",20,"high-quality"
"RuneGem","[--- 02_GAMEPLAY ---]/Rune_Switch_Right/RuneGem","Sphere","ruins","Mat_RuneActiveGlow",5,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Mushroom/forestpack_foliage_mushroom_blue_big.prefab","Prefab",20,"high-quality"
"Toxic_Mushroom_Hazard","[--- 02_GAMEPLAY ---]/Toxic_Mushroom_Hazard","Sphere","foliage","Mat_Toxic_Mushroom",1,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Mushroom/forestpack_foliage_mushroom_blue_big.prefab","Prefab",75,"semantic:mushroom; foliage-category; high-quality"
"Toxic_Mushroom_Hazard","[--- 02_GAMEPLAY ---]/Toxic_Mushroom_Hazard","Sphere","foliage","Mat_Toxic_Mushroom",2,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Mushroom/forestpack_foliage_mushroom_red_small.prefab","Prefab",75,"semantic:mushroom; foliage-category; high-quality"
"Toxic_Mushroom_Hazard","[--- 02_GAMEPLAY ---]/Toxic_Mushroom_Hazard","Sphere","foliage","Mat_Toxic_Mushroom",3,"Assets/Art/Environment/Plants/Plant_GlowingMushroom.prefab","Prefab",65,"semantic:mushroom; foliage-category; project-art"
"Toxic_Mushroom_Hazard","[--- 02_GAMEPLAY ---]/Toxic_Mushroom_Hazard","Sphere","foliage","Mat_Toxic_Mushroom",4,"Assets/Supercyan Free Forest Sample/Models/Foliage/Mushroom/forestpack_foliage_mushroom_blue_big.FBX","Model",55,"semantic:mushroom; foliage-category"
"Toxic_Mushroom_Hazard","[--- 02_GAMEPLAY ---]/Toxic_Mushroom_Hazard","Sphere","foliage","Mat_Toxic_Mushroom",5,"Assets/Supercyan Free Forest Sample/Models/Foliage/Mushroom/forestpack_foliage_mushroom_red_small.FBX","Model",55,"semantic:mushroom; foliage-category"
"Water_Extinguisher_Buff","[--- 02_GAMEPLAY ---]/Water_Extinguisher_Buff","Cylinder","environment","Default-Material",1,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Grass/forestpack_foliage_grassPatch_small_1.prefab","Prefab",20,"high-quality"
"Water_Extinguisher_Buff","[--- 02_GAMEPLAY ---]/Water_Extinguisher_Buff","Cylinder","environment","Default-Material",2,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Grass/forestpack_foliage_grassPatch_small_2.prefab","Prefab",20,"high-quality"
"Water_Extinguisher_Buff","[--- 02_GAMEPLAY ---]/Water_Extinguisher_Buff","Cylinder","environment","Default-Material",3,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Mushroom/forestpack_foliage_mushroom_blue_big.prefab","Prefab",20,"high-quality"
"Water_Extinguisher_Buff","[--- 02_GAMEPLAY ---]/Water_Extinguisher_Buff","Cylinder","environment","Default-Material",4,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Foliage/Mushroom/forestpack_foliage_mushroom_red_small.prefab","Prefab",20,"high-quality"
"Water_Extinguisher_Buff","[--- 02_GAMEPLAY ---]/Water_Extinguisher_Buff","Cylinder","environment","Default-Material",5,"Assets/Supercyan Free Forest Sample/Prefabs/High Quality/Sign/forestpack_roadSign_westEast_1.prefab","Prefab",20,"high-quality"
"Body","[--- 02_GAMEPLAY ---]/Wildlife_Butterfly/Body","Cylinder","character","Mat_TitanFur",1,"Assets/Art/Wildlife/Wildlife_Butterfly.prefab","Prefab",70,"semantic:butterfly; character-category; project-art"
"Body","[--- 02_GAMEPLAY ---]/Wildlife_Butterfly/Body","Cylinder","character","Mat_TitanFur",2,"Assets/GreenBugGames/All Nature VFX/Art/Models/butterfly_01.fbx","Model",60,"semantic:butterfly; character-category"
"Body","[--- 02_GAMEPLAY ---]/Wildlife_Butterfly/Body","Cylinder","character","Mat_TitanFur",3,"Assets/GreenBugGames/All Nature VFX/Prefabs/Butterfly.prefab","Prefab",60,"semantic:butterfly; character-category"
"Body","[--- 02_GAMEPLAY ---]/Wildlife_Butterfly/Body","Cylinder","character","Mat_TitanFur",4,"Assets/GreenBugGames/All Nature VFX/Prefabs/Butterfly2.prefab","Prefab",60,"semantic:butterfly; character-category"
"Body","[--- 02_GAMEPLAY ---]/Wildlife_Butterfly/Body","Cylinder","character","Mat_TitanFur",5,"Assets/GreenBugGames/All Nature VFX/Prefabs/Butterfly3.prefab","Prefab",60,"semantic:butterfly; character-category"
"Wing_L","[--- 02_GAMEPLAY ---]/Wildlife_Butterfly/Wing_L","Cube","character","Mat_ButterflyWing",1,"Assets/Art/Wildlife/Wildlife_Butterfly.prefab","Prefab",70,"semantic:butterfly; character-category; project-art"
"Wing_L","[--- 02_GAMEPLAY ---]/Wildlife_Butterfly/Wing_L","Cube","character","Mat_ButterflyWing",2,"Assets/GreenBugGames/All Nature VFX/Art/Models/butterfly_01.fbx","Model",60,"semantic:butterfly; character-category"
"Wing_L","[--- 02_GAMEPLAY ---]/Wildlife_Butterfly/Wing_L","Cube","character","Mat_ButterflyWing",3,"Assets/GreenBugGames/All Nature VFX/Prefabs/Butterfly.prefab","Prefab",60,"semantic:butterfly; character-category"
"Wing_L","[--- 02_GAMEPLAY ---]/Wildlife_Butterfly/Wing_L","Cube","character","Mat_ButterflyWing",4,"Assets/GreenBugGames/All Nature VFX/Prefabs/Butterfly2.prefab","Prefab",60,"semantic:butterfly; character-category"
"Wing_L","[--- 02_GAMEPLAY ---]/Wildlife_Butterfly/Wing_L","Cube","character","Mat_ButterflyWing",5,"Assets/GreenBugGames/All Nature VFX/Prefabs/Butterfly3.prefab","Prefab",60,"semantic:butterfly; character-category"
"Wing_R","[--- 02_GAMEPLAY ---]/Wildlife_Butterfly/Wing_R","Cube","character","Mat_ButterflyWing",1,"Assets/Art/Wildlife/Wildlife_Butterfly.prefab","Prefab",70,"semantic:butterfly; character-category; project-art"
"Wing_R","[--- 02_GAMEPLAY ---]/Wildlife_Butterfly/Wing_R","Cube","character","Mat_ButterflyWing",2,"Assets/GreenBugGames/All Nature VFX/Art/Models/butterfly_01.fbx","Model",60,"semantic:butterfly; character-category"
"Wing_R","[--- 02_GAMEPLAY ---]/Wildlife_Butterfly/Wing_R","Cube","character","Mat_ButterflyWing",3,"Assets/GreenBugGames/All Nature VFX/Prefabs/Butterfly.prefab","Prefab",60,"semantic:butterfly; character-category"
"Wing_R","[--- 02_GAMEPLAY ---]/Wildlife_Butterfly/Wing_R","Cube","character","Mat_ButterflyWing",4,"Assets/GreenBugGames/All Nature VFX/Prefabs/Butterfly2.prefab","Prefab",60,"semantic:butterfly; character-category"
"Wing_R","[--- 02_GAMEPLAY ---]/Wildlife_Butterfly/Wing_R","Cube","character","Mat_ButterflyWing",5,"Assets/GreenBugGames/All Nature VFX/Prefabs/Butterfly3.prefab","Prefab",60,"semantic:butterfly; character-category"
"Body","[--- 02_GAMEPLAY ---]/Wildlife_Deer/Body","Capsule","character","Mat_DeerFur",1,"Assets/Art/Wildlife/Wildlife_Deer.prefab","Prefab",70,"semantic:deer; character-category; project-art"
"Body","[--- 02_GAMEPLAY ---]/Wildlife_Deer/Body","Capsule","character","Mat_DeerFur",2,"Assets/Art/Characters/Monkey_Base.prefab","Prefab",45,"character-category; project-art"
"Body","[--- 02_GAMEPLAY ---]/Wildlife_Deer/Body","Capsule","character","Mat_DeerFur",3,"Assets/Art/Characters/Monkey_DivineGuardian.prefab","Prefab",45,"character-category; project-art"
"Body","[--- 02_GAMEPLAY ---]/Wildlife_Deer/Body","Capsule","character","Mat_DeerFur",4,"Assets/Art/Characters/Monkey_Guardian.prefab","Prefab",45,"character-category; project-art"
"Body","[--- 02_GAMEPLAY ---]/Wildlife_Deer/Body","Capsule","character","Mat_DeerFur",5,"Assets/Art/Characters/Monkey_PrimalTitan.prefab","Prefab",45,"character-category; project-art"
"Head","[--- 02_GAMEPLAY ---]/Wildlife_Deer/Head","Sphere","character","Mat_DeerFur",1,"Assets/Art/Wildlife/Wildlife_Deer.prefab","Prefab",70,"semantic:deer; character-category; project-art"
"Head","[--- 02_GAMEPLAY ---]/Wildlife_Deer/Head","Sphere","character","Mat_DeerFur",2,"Assets/Art/Characters/Monkey_Base.prefab","Prefab",45,"character-category; project-art"
"Head","[--- 02_GAMEPLAY ---]/Wildlife_Deer/Head","Sphere","character","Mat_DeerFur",3,"Assets/Art/Characters/Monkey_DivineGuardian.prefab","Prefab",45,"character-category; project-art"
"Head","[--- 02_GAMEPLAY ---]/Wildlife_Deer/Head","Sphere","character","Mat_DeerFur",4,"Assets/Art/Characters/Monkey_Guardian.prefab","Prefab",45,"character-category; project-art"
"Head","[--- 02_GAMEPLAY ---]/Wildlife_Deer/Head","Sphere","character","Mat_DeerFur",5,"Assets/Art/Characters/Monkey_PrimalTitan.prefab","Prefab",45,"character-category; project-art"
"Antler_L","[--- 02_GAMEPLAY ---]/Wildlife_Deer/Head/Antler_L","Cylinder","character","Mat_JungleWood",1,"Assets/Art/Wildlife/Wildlife_Deer.prefab","Prefab",70,"semantic:deer; character-category; project-art"
"Antler_L","[--- 02_GAMEPLAY ---]/Wildlife_Deer/Head/Antler_L","Cylinder","character","Mat_JungleWood",2,"Assets/Art/Characters/Monkey_Base.prefab","Prefab",45,"character-category; project-art"
"Antler_L","[--- 02_GAMEPLAY ---]/Wildlife_Deer/Head/Antler_L","Cylinder","character","Mat_JungleWood",3,"Assets/Art/Characters/Monkey_DivineGuardian.prefab","Prefab",45,"character-category; project-art"
"Antler_L","[--- 02_GAMEPLAY ---]/Wildlife_Deer/Head/Antler_L","Cylinder","character","Mat_JungleWood",4,"Assets/Art/Characters/Monkey_Guardian.prefab","Prefab",45,"character-category; project-art"
"Antler_L","[--- 02_GAMEPLAY ---]/Wildlife_Deer/Head/Antler_L","Cylinder","character","Mat_JungleWood",5,"Assets/Art/Characters/Monkey_PrimalTitan.prefab","Prefab",45,"character-category; project-art"
"Antler_R","[--- 02_GAMEPLAY ---]/Wildlife_Deer/Head/Antler_R","Cylinder","character","Mat_JungleWood",1,"Assets/Art/Wildlife/Wildlife_Deer.prefab","Prefab",70,"semantic:deer; character-category; project-art"
"Antler_R","[--- 02_GAMEPLAY ---]/Wildlife_Deer/Head/Antler_R","Cylinder","character","Mat_JungleWood",2,"Assets/Art/Characters/Monkey_Base.prefab","Prefab",45,"character-category; project-art"
